,ID,RET
0,0,True
1,1,True
2,2,False
3,3,False
4,4,False
5,5,False
6,6,False
7,7,False
8,8,False
9,9,False
10,10,False
11,11,True
12,12,False
13,13,False
14,14,True
15,15,False
16,16,False
17,17,False
18,18,True
19,19,False
20,20,False
21,21,False
22,22,False
23,23,False
24,24,True
25,25,True
26,26,False
27,27,False
28,28,False
29,29,False
30,30,True
31,31,False
32,32,False
33,33,False
34,34,False
35,35,False
36,36,False
37,37,False
38,38,False
39,39,True
40,40,False
41,41,False
42,42,False
43,43,False
44,44,False
45,45,True
46,46,True
47,47,False
48,48,True
49,49,True
50,50,False
51,51,False
52,52,False
53,53,False
54,54,True
55,55,False
56,56,True
57,57,False
58,58,True
59,59,True
60,60,False
61,61,False
62,62,False
63,63,False
64,64,True
65,65,False
66,66,True
67,67,True
68,68,False
69,69,True
70,70,True
71,71,True
72,72,False
73,73,False
74,74,False
75,75,False
76,76,False
77,77,False
78,78,True
79,79,False
80,80,False
81,81,True
82,82,False
83,83,False
84,84,False
85,85,True
86,86,False
87,87,True
88,88,True
89,89,True
90,90,False
91,91,True
92,92,False
93,93,True
94,94,True
95,95,True
96,96,False
97,97,True
98,98,False
99,99,False
100,100,True
101,101,True
102,102,False
103,103,False
104,104,True
105,105,False
106,106,True
107,107,True
108,108,True
109,109,False
110,110,False
111,111,False
112,112,True
113,113,True
114,114,False
115,115,False
116,116,False
117,117,False
118,118,True
119,119,True
120,120,True
121,121,True
122,122,False
123,123,True
124,124,False
125,125,False
126,126,False
127,127,True
128,128,False
129,129,False
130,130,False
131,131,False
132,132,False
133,133,True
134,134,True
135,135,True
136,136,False
137,137,False
138,138,True
139,139,False
140,140,False
141,141,True
142,142,False
143,143,False
144,144,True
145,145,False
146,146,False
147,147,False
148,148,False
149,149,True
150,150,False
151,151,False
152,152,True
153,153,False
154,154,False
155,155,False
156,156,False
157,157,True
158,158,True
159,159,False
160,160,True
161,161,False
162,162,True
163,163,True
164,164,False
165,165,False
166,166,False
167,167,True
168,168,False
169,169,True
170,170,True
171,171,True
172,172,False
173,173,True
174,174,True
175,175,False
176,176,False
177,177,True
178,178,False
179,179,False
180,180,False
181,181,True
182,182,False
183,183,False
184,184,True
185,185,True
186,186,False
187,187,True
188,188,True
189,189,False
190,190,False
191,191,False
192,192,False
193,193,True
194,194,True
195,195,False
196,196,False
197,197,False
198,198,True
199,199,False
200,200,True
201,201,True
202,202,False
203,203,False
204,204,False
205,205,False
206,206,True
207,207,False
208,208,False
209,209,False
210,210,False
211,211,False
212,212,True
213,213,True
214,214,False
215,215,False
216,216,True
217,217,False
218,218,False
219,219,True
220,220,False
221,221,True
222,222,True
223,223,True
224,224,True
225,225,False
226,226,True
227,227,False
228,228,False
229,229,False
230,230,False
231,231,True
232,232,False
233,233,False
234,234,True
235,235,False
236,236,False
237,237,True
238,238,False
239,239,True
240,240,False
241,241,False
242,242,True
243,243,True
244,244,True
245,245,True
246,246,False
247,247,True
248,248,True
249,249,False
250,250,False
251,251,False
252,252,False
253,253,True
254,254,True
255,255,True
256,256,False
257,257,False
258,258,True
259,259,False
260,260,False
261,261,True
262,262,False
263,263,False
264,264,False
265,265,True
266,266,True
267,267,True
268,268,True
269,269,False
270,270,False
271,271,False
272,272,False
273,273,False
274,274,True
275,275,True
276,276,True
277,277,True
278,278,True
279,279,False
280,280,True
281,281,True
282,282,True
283,283,True
284,284,False
285,285,True
286,286,False
287,287,True
288,288,True
289,289,False
290,290,False
291,291,False
292,292,False
293,293,True
294,294,True
295,295,True
296,296,True
297,297,True
298,298,True
299,299,True
300,300,False
301,301,False
302,302,True
303,303,False
304,304,False
305,305,True
306,306,True
307,307,True
308,308,True
309,309,True
310,310,False
311,311,True
312,312,False
313,313,True
314,314,False
315,315,False
316,316,True
317,317,True
318,318,False
319,319,False
320,320,True
321,321,False
322,322,True
323,323,True
324,324,False
325,325,True
326,326,True
327,327,True
328,328,True
329,329,True
330,330,False
331,331,False
332,332,False
333,333,True
334,334,True
335,335,False
336,336,True
337,337,True
338,338,False
339,339,True
340,340,True
341,341,False
342,342,True
343,343,True
344,344,False
345,345,True
346,346,True
347,347,True
348,348,False
349,349,True
350,350,True
351,351,False
352,352,True
353,353,False
354,354,True
355,355,True
356,356,True
357,357,True
358,358,True
359,359,False
360,360,True
361,361,True
362,362,True
363,363,False
364,364,False
365,365,True
366,366,True
367,367,True
368,368,True
369,369,True
370,370,False
371,371,True
372,372,False
373,373,True
374,374,True
375,375,True
376,376,True
377,377,True
378,378,True
379,379,False
380,380,True
381,381,False
382,382,True
383,383,False
384,384,False
385,385,False
386,386,False
387,387,False
388,388,False
389,389,True
390,390,False
391,391,True
392,392,True
393,393,True
394,394,False
395,395,False
396,396,True
397,397,False
398,398,True
399,399,True
400,400,True
401,401,True
402,402,True
403,403,False
404,404,False
405,405,False
406,406,False
407,407,False
408,408,True
409,409,False
410,410,False
411,411,False
412,412,True
413,413,False
414,414,True
415,415,True
416,416,True
417,417,False
418,418,True
419,419,True
420,420,True
421,421,False
422,422,True
423,423,True
424,424,True
425,425,False
426,426,False
427,427,False
428,428,True
429,429,True
430,430,False
431,431,False
432,432,True
433,433,True
434,434,False
435,435,False
436,436,False
437,437,False
438,438,False
439,439,False
440,440,True
441,441,True
442,442,False
443,443,True
444,444,False
445,445,False
446,446,True
447,447,True
448,448,False
449,449,False
450,450,True
451,451,False
452,452,False
453,453,False
454,454,True
455,455,False
456,456,True
457,457,False
458,458,False
459,459,False
460,460,False
461,461,False
462,462,True
463,463,True
464,464,True
465,465,False
466,466,True
467,467,True
468,468,True
469,469,False
470,470,True
471,471,True
472,472,False
473,473,False
474,474,False
475,475,True
476,476,True
477,477,False
478,478,True
479,479,True
480,480,False
481,481,True
482,482,False
483,483,True
484,484,False
485,485,True
486,486,True
487,487,True
488,488,False
489,489,True
490,490,False
491,491,False
492,492,False
493,493,True
494,494,False
495,495,True
496,496,True
497,497,True
498,498,False
499,499,False
500,500,False
501,501,False
502,502,False
503,503,True
504,504,False
505,505,True
506,506,False
507,507,False
508,508,True
509,509,True
510,510,False
511,511,True
512,512,False
513,513,True
514,514,True
515,515,True
516,516,False
517,517,False
518,518,False
519,519,False
520,520,True
521,521,False
522,522,False
523,523,False
524,524,False
525,525,False
526,526,False
527,527,False
528,528,True
529,529,True
530,530,False
531,531,True
532,532,True
533,533,True
534,534,False
535,535,False
536,536,False
537,537,True
538,538,False
539,539,True
540,540,False
541,541,True
542,542,False
543,543,False
544,544,False
545,545,True
546,546,True
547,547,False
548,548,False
549,549,False
550,550,True
551,551,False
552,552,False
553,553,True
554,554,True
555,555,True
556,556,True
557,557,True
558,558,False
559,559,True
560,560,False
561,561,True
562,562,True
563,563,False
564,564,True
565,565,True
566,566,False
567,567,True
568,568,True
569,569,True
570,570,False
571,571,True
572,572,True
573,573,False
574,574,True
575,575,True
576,576,True
577,577,True
578,578,True
579,579,True
580,580,False
581,581,True
582,582,False
583,583,True
584,584,False
585,585,True
586,586,False
587,587,True
588,588,False
589,589,False
590,590,True
591,591,False
592,592,False
593,593,True
594,594,True
595,595,False
596,596,False
597,597,False
598,598,False
599,599,False
600,600,True
601,601,False
602,602,True
603,603,False
604,604,True
605,605,False
606,606,False
607,607,False
608,608,True
609,609,False
610,610,True
611,611,True
612,612,False
613,613,True
614,614,True
615,615,True
616,616,True
617,617,True
618,618,False
619,619,True
620,620,True
621,621,False
622,622,True
623,623,True
624,624,False
625,625,False
626,626,False
627,627,True
628,628,False
629,629,True
630,630,True
631,631,True
632,632,False
633,633,False
634,634,True
635,635,True
636,636,False
637,637,False
638,638,True
639,639,False
640,640,False
641,641,True
642,642,False
643,643,True
644,644,True
645,645,True
646,646,False
647,647,True
648,648,True
649,649,False
650,650,False
651,651,True
652,652,True
653,653,True
654,654,False
655,655,True
656,656,False
657,657,True
658,658,False
659,659,False
660,660,False
661,661,False
662,662,True
663,663,False
664,664,True
665,665,False
666,666,True
667,667,False
668,668,False
669,669,True
670,670,True
671,671,True
672,672,True
673,673,True
674,674,False
675,675,True
676,676,True
677,677,False
678,678,True
679,679,False
680,680,False
681,681,False
682,682,False
683,683,False
684,684,True
685,685,True
686,686,True
687,687,True
688,688,True
689,689,False
690,690,False
691,691,False
692,692,False
693,693,False
694,694,True
695,695,True
696,696,True
697,697,False
698,698,False
699,699,True
700,700,True
701,701,True
702,702,False
703,703,True
704,704,False
705,705,False
706,706,True
707,707,False
708,708,False
709,709,True
710,710,True
711,711,True
712,712,False
713,713,True
714,714,False
715,715,True
716,716,False
717,717,True
718,718,False
719,719,True
720,720,True
721,721,False
722,722,True
723,723,True
724,724,False
725,725,True
726,726,False
727,727,True
728,728,False
729,729,False
730,730,False
731,731,True
732,732,False
733,733,True
734,734,False
735,735,False
736,736,True
737,737,False
738,738,True
739,739,False
740,740,False
741,741,False
742,742,True
743,743,True
744,744,True
745,745,False
746,746,False
747,747,False
748,748,True
749,749,True
750,750,False
751,751,False
752,752,False
753,753,False
754,754,True
755,755,False
756,756,True
757,757,True
758,758,False
759,759,True
760,760,True
761,761,True
762,762,False
763,763,False
764,764,True
765,765,False
766,766,True
767,767,True
768,768,False
769,769,True
770,770,False
771,771,True
772,772,True
773,773,False
774,774,True
775,775,True
776,776,False
777,777,True
778,778,False
779,779,True
780,780,True
781,781,True
782,782,True
783,783,False
784,784,False
785,785,False
786,786,True
787,787,True
788,788,True
789,789,True
790,790,True
791,791,True
792,792,True
793,793,True
794,794,False
795,795,False
796,796,True
797,797,True
798,798,True
799,799,True
800,800,True
801,801,False
802,802,False
803,803,True
804,804,False
805,805,False
806,806,False
807,807,False
808,808,True
809,809,True
810,810,True
811,811,True
812,812,False
813,813,False
814,814,True
815,815,True
816,816,True
817,817,True
818,818,True
819,819,False
820,820,True
821,821,False
822,822,True
823,823,False
824,824,True
825,825,True
826,826,True
827,827,True
828,828,True
829,829,True
830,830,True
831,831,True
832,832,True
833,833,True
834,834,True
835,835,False
836,836,True
837,837,False
838,838,False
839,839,False
840,840,True
841,841,True
842,842,False
843,843,True
844,844,False
845,845,True
846,846,True
847,847,True
848,848,False
849,849,False
850,850,False
851,851,False
852,852,True
853,853,False
854,854,True
855,855,False
856,856,True
857,857,True
858,858,True
859,859,True
860,860,False
861,861,False
862,862,True
863,863,True
864,864,False
865,865,False
866,866,True
867,867,False
868,868,True
869,869,False
870,870,True
871,871,True
872,872,True
873,873,True
874,874,True
875,875,False
876,876,True
877,877,True
878,878,False
879,879,True
880,880,True
881,881,False
882,882,False
883,883,False
884,884,True
885,885,False
886,886,True
887,887,False
888,888,True
889,889,True
890,890,True
891,891,True
892,892,True
893,893,True
894,894,False
895,895,False
896,896,True
897,897,False
898,898,True
899,899,False
900,900,True
901,901,False
902,902,True
903,903,True
904,904,False
905,905,False
906,906,False
907,907,False
908,908,False
909,909,False
910,910,False
911,911,False
912,912,False
913,913,False
914,914,False
915,915,True
916,916,True
917,917,True
918,918,False
919,919,False
920,920,True
921,921,False
922,922,True
923,923,False
924,924,True
925,925,False
926,926,True
927,927,False
928,928,True
929,929,True
930,930,True
931,931,True
932,932,True
933,933,True
934,934,False
935,935,False
936,936,False
937,937,True
938,938,True
939,939,True
940,940,True
941,941,False
942,942,True
943,943,True
944,944,False
945,945,True
946,946,False
947,947,False
948,948,True
949,949,False
950,950,True
951,951,True
952,952,True
953,953,True
954,954,False
955,955,False
956,956,True
957,957,True
958,958,False
959,959,False
960,960,True
961,961,False
962,962,False
963,963,True
964,964,True
965,965,False
966,966,False
967,967,True
968,968,False
969,969,True
970,970,False
971,971,True
972,972,True
973,973,True
974,974,True
975,975,True
976,976,True
977,977,False
978,978,False
979,979,False
980,980,False
981,981,True
982,982,False
983,983,False
984,984,True
985,985,False
986,986,False
987,987,True
988,988,True
989,989,True
990,990,True
991,991,True
992,992,False
993,993,False
994,994,True
995,995,False
996,996,True
997,997,False
998,998,False
999,999,False
1000,1000,True
1001,1001,False
1002,1002,True
1003,1003,True
1004,1004,True
1005,1005,False
1006,1006,True
1007,1007,False
1008,1008,False
1009,1009,True
1010,1010,True
1011,1011,False
1012,1012,False
1013,1013,False
1014,1014,True
1015,1015,True
1016,1016,False
1017,1017,True
1018,1018,True
1019,1019,False
1020,1020,True
1021,1021,True
1022,1022,False
1023,1023,True
1024,1024,False
1025,1025,True
1026,1026,True
1027,1027,True
1028,1028,False
1029,1029,True
1030,1030,True
1031,1031,True
1032,1032,True
1033,1033,False
1034,1034,True
1035,1035,True
1036,1036,True
1037,1037,True
1038,1038,True
1039,1039,False
1040,1040,False
1041,1041,True
1042,1042,False
1043,1043,False
1044,1044,False
1045,1045,True
1046,1046,False
1047,1047,False
1048,1048,False
1049,1049,False
1050,1050,True
1051,1051,False
1052,1052,False
1053,1053,True
1054,1054,False
1055,1055,False
1056,1056,True
1057,1057,False
1058,1058,False
1059,1059,True
1060,1060,False
1061,1061,False
1062,1062,True
1063,1063,True
1064,1064,True
1065,1065,True
1066,1066,False
1067,1067,False
1068,1068,False
1069,1069,False
1070,1070,True
1071,1071,True
1072,1072,True
1073,1073,False
1074,1074,True
1075,1075,False
1076,1076,True
1077,1077,True
1078,1078,True
1079,1079,False
1080,1080,True
1081,1081,False
1082,1082,True
1083,1083,False
1084,1084,False
1085,1085,True
1086,1086,True
1087,1087,False
1088,1088,True
1089,1089,True
1090,1090,False
1091,1091,False
1092,1092,True
1093,1093,False
1094,1094,True
1095,1095,True
1096,1096,True
1097,1097,True
1098,1098,True
1099,1099,False
1100,1100,True
1101,1101,False
1102,1102,False
1103,1103,False
1104,1104,False
1105,1105,False
1106,1106,False
1107,1107,True
1108,1108,True
1109,1109,True
1110,1110,False
1111,1111,True
1112,1112,False
1113,1113,False
1114,1114,False
1115,1115,False
1116,1116,True
1117,1117,False
1118,1118,True
1119,1119,True
1120,1120,False
1121,1121,True
1122,1122,False
1123,1123,False
1124,1124,True
1125,1125,False
1126,1126,True
1127,1127,True
1128,1128,True
1129,1129,True
1130,1130,False
1131,1131,True
1132,1132,True
1133,1133,True
1134,1134,False
1135,1135,True
1136,1136,True
1137,1137,False
1138,1138,False
1139,1139,False
1140,1140,True
1141,1141,False
1142,1142,False
1143,1143,False
1144,1144,True
1145,1145,True
1146,1146,True
1147,1147,True
1148,1148,True
1149,1149,True
1150,1150,False
1151,1151,False
1152,1152,False
1153,1153,False
1154,1154,False
1155,1155,False
1156,1156,True
1157,1157,True
1158,1158,True
1159,1159,True
1160,1160,False
1161,1161,True
1162,1162,True
1163,1163,True
1164,1164,True
1165,1165,False
1166,1166,True
